ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Value_RU,Comment_RU
13738,latvian,B-14,Rising,B-14-1,,,Восходящий,
13739,latvian,B-14,Falling,B-14-4,,,Нисходящий,
13740,latvian,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
13741,latvian,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
13742,latvian,D-4,Differences in phonetic structure,D-4-2,,,Различия в фонетическом составе,
13743,latvian,D-8,Vowel and consonant alternations,D-8-6,,,Вокалические и консонантные,
13744,latvian,E-1,Fusional with some agglutinative features,E-1-4,,,Флективный с элементами агглютинации,
13745,latvian,E-4,Synthetic with elements of analytism,E-4-6,,,Синтетический с элементами аналитизма,
13746,latvian,F-1,Two,F-1-2,,,Два,
13747,latvian,F-2,Verbal affixes,F-2-3,,,Аффиксация в глаголе,
13748,latvian,F-5,In singular and in plural,F-5-2,,,В единственном и множественном числе,
13749,latvian,F-6,"For ""one"", ""two""",F-6-4,,,"Для числительных ""один"" и ""два""",
13750,latvian,F-7,Absent,F-7-1,,,Отсутствуют,
13751,latvian,G-1,"Singular, dual and plural",G-1-2,,,"Единственное, двойственное и множественное",
13752,latvian,G-2,Marked,G-2-1,,,Маркированное,
13753,latvian,G-3,Absent,G-3-1,,,Отсутствуют,
13754,latvian,G-4,Predicative and attributive,G-4-4,,,Предикативное и атрибутивное,
13755,latvian,G-5,Plural,G-5-2,,,Множественное,
13756,latvian,G-6,Decimal,G-6-1,,,Десятичная,
13757,latvian,H-1,Three-seven,H-1-2,,,Три-семь,
13758,latvian,H-4,Genitive,H-4-1,,,Генитив,
13759,latvian,H-5,Possessive pronouns,H-5-4,,,Посессивные местоимения,
13760,latvian,I-5,Past,I-5-1,,,Прошедшее,
13761,latvian,I-5,Present,I-5-2,,,Настоящее,
13762,latvian,I-5,Future,I-5-3,,,Будущее,
13763,latvian,I-7,Auxiliary verbs and affixes,I-7-3,,,Вспомогательный глагол и аффиксы,
13764,latvian,I-8,"Tense, person and number",I-8-8,,,"Время, лицо, число",
13765,latvian,I-9,In singular and plural,I-9-3,,,В единственном и множественном числе,
13766,latvian,J-2,Demonstrative pronouns,J-2-1,,,Указательные местоимения,
13767,latvian,J-8,Negative affixes,J-8-1,,,Отрицательные аффиксы,
13768,latvian,J-9,Preposition,J-9-3,,,Препозиция,
13769,latvian,K-2,No articles,K-2-1,,,Артикли отсутствуют,
13770,latvian,K-7,Three types of conjugation,K-7-3,,,Три типа спряжения,
13771,latvian,K-8,Subject,K-8-2,,,Субъектное,
13772,latvian,K-9,"Gender, number and case",K-9-7,,,"Род, число и падеж",
13773,latvian,K-10,Present and past,K-10-6,,,Настоящее и прошедшее,
13774,latvian,K-11,Degrees of comparison,K-11-2,,,Степени сравнения,
13775,latvian,K-12,"Gender, number and case",K-12-10,,,"Род, число и падеж",
13776,latvian,K-13,"Gender, number and case",K-13-7,,,"Рода, числа и падежа",
13777,latvian,K-14,Always present,K-14-1,,,Всегда присутствует,
13778,latvian,K-15,In number,K-15-2,,,По числу,
13779,latvian,K-15,In case,K-15-3,,,По падежу,
13780,latvian,K-15,In gender,K-15-4,,,По роду,
13781,latvian,K-16,Number and case,K-16-7,,,Число и падеж,
13782,latvian,K-19,Mainly or only suffixal,K-19-4,,,Преимущественно или только суффиксальная,
13783,latvian,L-1,"Conversion, reduplication and compounding",L-1-18,,,"Конверсия, словосложение и аффиксация",
13784,latvian,L-2,"Prefixes, suffixes and postfixes",L-2-6,,,"Префиксы, суффиксы и постфиксы",
13785,latvian,M-1,Accusative,M-1-3,,,Аккузативная,
13786,latvian,M-2,Non-fixed,M-2-2,,,Свободный,
13787,latvian,M-3,SVO,M-3-1,,,SVO,
13788,latvian,M-4,Modifier precedes noun,M-4-1,,,Определение предшествует определяемому,
13789,latvian,N-1,Not fixed,N-1-3,,,Не фиксирован,
13790,latvian,N-3,Finite forms,N-3-1,,,Финитные формы,
13791,latvian,N-4,Subordination and compounding,N-4-4,,,Сочинение и подчинение,
13792,latvian,N-5,Both syndesis and asyndeton possible,N-5-3,,,Союзная и бессоюзная,
13793,laz,A-1,Three,A-1-2,,,Три,"Ряды и подъемы не прописаны эксплицитно, но отражены в схеме."
13794,laz,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
13795,laz,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний","Ряды и подъемы не прописаны эксплицитно, но отражены в схеме."
13796,laz,A-5,Absent,A-5-2,,,Отсутствуют,
13797,laz,A-7,Present,A-7-1,,,Присутствует,
13798,laz,A-8,Present for back vowels,A-8-3,,,В заднем ряду,"Лабиализованными являются гласные u,o. В статье описано, что такие гласные употребляются редко."
13799,laz,A-9,Absent,A-9-2,,,Отсутствует,
13800,laz,A-11,No vowel opposition in pharyngealization,A-11-1,,,Противопоставление гласных по фарингализации отсутствует,
13801,laz,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
13802,laz,A-13,No diphthongs and triphthongs,A-13-1,,,Дифтонги и трифтонги отсутствуют,
13803,laz,A-15,Ejective consonants present,A-15-8,,,Абруптивные согласные,
13804,laz,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",
13805,laz,A-17,"Labial, coronal, palatal, guttural and laryngeal",A-17-2,,,"Губные, переднеязычные, палатальные, велярные/увулярные и ларингальные",
13806,laz,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,"В статье используется термин ""губные"", но есть фонема ""v"", являющаяся губно-зубной."
13807,laz,A-20,Velar and uvular,A-20-3,,,Велярные и увулярные,"Вместо термина ""велярные"" использован термин ""заднеязычные"""
13808,laz,A-21,Only glottal,A-21-2,,,Только глоттальные,"Вместо термина ""глоттальные"" используется термин ""ларингальные""."
13809,laz,A-22,Absent,A-22-1,,,Отсутствуют,
13810,laz,A-24,"Labial, coronal and dorsal",A-24-14,,,"Лабиальные, переднеязычные и среднеязычные",
13811,laz,B-1,Stress,B-1-1,,,Ударение,Однако в говорах присутствуют рудименты тонического ударения.
13812,laz,B-2,Syllable,B-2-1,,,Слог,
13813,laz,B-3,Non-phonological,B-3-2,,,Нефонологическая,Ударение в трехсложных словах зависит также от части речи.
13814,laz,B-4,Dynamic,B-4-1,,,Динамическое,
13815,laz,B-5,Fixed,B-5-2,,,Связанное,"Однако в тюркизмах оно сохраняется там же, где было в турецком."
13816,laz,B-6,Limited,B-6-2,,,Ограниченное,
13817,laz,B-7,Flexible,B-7-1,,,Подвижное,Однако подвижность ударения эксплицитно не указана.
13818,laz,B-9,Penult,B-9-5,,,Второй слог от конца слова,"В двусложных формах, трехсложнфх субстантивах. Однако в тюркизмах оно сохраняется там же, где было в турецком."
13819,laz,B-9,Antepenult,B-9-6,,,Третий слог от конца слова,"В двусложных формах, трехсложнфх субстантивах. Однако в тюркизмах оно сохраняется там же, где было в турецком."
13820,laz,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
13821,laz,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
13822,laz,E-1,Agglutinative with some fusional features,E-1-2,,,Агглютинативный с элементами флективного,
13823,laz,E-4,Synthetic,E-4-5,,,Синтетический,
13824,laz,F-1,No agreement classes,F-1-1,,,Согласовательные классы отсутствуют,
13825,laz,F-7,Absent,F-7-1,,,Отсутствуют,
13826,laz,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
13827,laz,G-2,Unmarked,G-2-2,,,Немаркированное,
13828,laz,H-1,Three-seven,H-1-2,,,Три-семь,
13829,laz,H-4,Genitive,H-4-1,,,Генитив,
13830,laz,M-1,Accusative with elements of ergativity,M-1-7,,,Аккузативная с элементами эргативной,
13831,laz,M-2,Fixed,M-2-1,,,Жесткий,
13832,laz,M-3,SOV,M-3-2,,,SOV,
13833,laz,M-4,Modifier precedes noun,M-4-1,,,Определение предшествует определяемому,
13834,laz,N-4,"Subordination, compounding and clause chaining",N-4-5,,,"Сочинение, подчинение и цепочки клауз",
13835,laz,N-5,Both syndesis and asyndeton possible,N-5-3,,,Союзная и бессоюзная,
13836,lepontic,A-1,Three,A-1-2,,,Три,Мертвый язык.
13837,lepontic,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",Знаки для /i/ и /u/ использовались также для неслоговых [i?] и [u?].
13838,lepontic,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",
13839,lepontic,A-5,Absent,A-5-2,,,Отсутствуют,
13840,lepontic,A-7,Absent,A-7-2,,,Отсутствует,
13841,lepontic,A-9,Absent,A-9-2,,,Отсутствует,
13842,lepontic,A-15,Opposition by presence and absence of voice,A-15-1,,,Противопоставление по звонкости/глухости,"Надписи на Л.я. выполнены этрусским алфавитом, который не имел знаков для звонких согласных."
13843,lepontic,A-16,Plosives and fricatives,A-16-1,,,Взрывные и фрикативные,
13844,lepontic,A-17,"Labial, coronal and velar/uvular",A-17-1,,,"Губные, переднеязычные и велярные/увулярные",
13845,lepontic,A-18,Only bilabial,A-18-1,,,Только губно-губные,
13846,lepontic,A-19,Dental and alveolar,A-19-6,,,Дентальные и альвеолярные,
13847,lepontic,A-20,Velar,A-20-1,,,Велярные,
13848,lepontic,A-23,"Nasal, liquid and vibrant",A-23-2,,,"Назальные, плавные и вибранты",
13849,lepontic,A-24,Labial and coronal,A-24-7,,,Лабиальные и переднеязычные,
13850,lepontic,A-25,Absent,A-25-1,,,Отсутствуют,
13851,lepontic,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
13852,lepontic,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
13853,lepontic,E-1,Fusional,E-1-3,,,Флективный,
13854,lepontic,E-2,Cumulative affixes,E-2-2,,,Кумулятивность аффиксов,
13855,lepontic,E-4,Synthetic,E-4-5,,,Синтетический,
13856,lepontic,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
13857,lepontic,H-1,Three-seven,H-1-2,,,Три-семь,
13858,lepontic,H-2,Case affixes,H-2-3,,,Падежные аффиксы,Других данных нет.
13859,lepontic,H-4,Genitive,H-4-1,,,Генитив,
13860,lepontic,H-7,,,,,"Маркирование есть, требует уточнения",
13861,lepontic,H-9,Absent,H-9-2,,,Отсутствуют,
13862,lepontic,I-7,,,,,Аффиксы и редупликация,
13863,lepontic,J-2,Demonstrative pronouns,J-2-1,,,Указательные местоимения,Зафиксировано указательное местоимение ISOS *istos (номинатив ед.ч. м.р.). Других данных нет.
13864,lepontic,K-7,Two types of conjugation,K-7-2,,,Два типа спряжения,Других данных нет.
13865,lepontic,K-16,Number and case,K-16-7,,,Число и падеж,
13866,lepontic,K-17,Number and case,K-17-6,,,Числа и падежа,
13867,lepontic,K-18,Reduplication and affixes,K-18-6,,,Редупликация и аффиксы,
13868,lepontic,K-19,Prefixal-suffixal,K-19-1,,,Префиксально-суффиксальная,
13869,lepontic,L-2,Prefixes and suffixes,L-2-3,,,Префиксы и суффиксы,
13870,lepontic,M-1,Accusative,M-1-3,,,Аккузативная,
13871,lepontic,M-2,Non-fixed,M-2-2,,,Свободный,
13872,lezgian,A-1,Three,A-1-2,,,Три,
13873,lezgian,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
13874,lezgian,A-4,Front and back,A-4-2,,,Передний и непередний / задний,
13875,lezgian,A-5,Absent,A-5-2,,,Отсутствуют,
13876,lezgian,A-7,Present,A-7-1,,,Присутствует,
13877,lezgian,A-8,Present for front vowels,A-8-1,,,В переднем ряду,
13878,lezgian,A-9,Absent,A-9-2,,,Отсутствует,Назализация гласных является фонологически незначимой.
13879,lezgian,A-11,No vowel opposition in pharyngealization,A-11-1,,,Противопоставление гласных по фарингализации отсутствует,
13880,lezgian,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
13881,lezgian,A-13,No diphthongs and triphthongs,A-13-1,,,Дифтонги и трифтонги отсутствуют,
13882,lezgian,A-15,Ejectives present,A-15-3,,,Глоттализованные согласные,
13883,lezgian,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",
13884,lezgian,A-17,"Labial, coronal, palatal, guttural and laryngeal",A-17-2,,,"Губные, переднеязычные, палатальные, велярные/увулярные и ларингальные",
13885,lezgian,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,"В статье используется термин ""губные"", но есть фонема [в], являющаяся губно-зубной"
13886,lezgian,A-19,,,,,"дентальные, дентально-альвеолярные, альвеолярные",
13887,lezgian,A-20,Velar and uvular,A-20-3,,,Велярные и увулярные,"Вместо ""велярные"" используется термин ""заднеязычные"""
13888,lezgian,A-21,Both pharyngeal and glottal,A-21-3,,,Фарингальные и глоттальные,"Вместо ""глоттальные"" используется термин ""ларингальные""."
13889,lezgian,A-22,By labialization,A-22-2,,,По лабиализации,"""Для лезгинского консонантизма характерно широкое функционирование лабиализованных согласных, употребляемых в различных позициях и имеющих дистинктивное значение""."
13890,lezgian,A-24,Labial and coronal,A-24-7,,,Лабиальные и переднеязычные,
13891,lezgian,A-25,Absent,A-25-1,,,Отсутствуют,
13892,lezgian,B-1,Stress,B-1-1,,,Ударение,
13893,lezgian,B-2,Syllable,B-2-1,,,Слог,
13894,lezgian,B-3,Phonological,B-3-1,,,Фонологическая,Может быть смыслоразличительным.
13895,lezgian,B-4,Dynamic,B-4-1,,,Динамическое,
13896,lezgian,B-7,Flexible,B-7-1,,,Подвижное,
13897,lezgian,B-16,No vowel harmony,B-16-9,,,Гармоническое уподобление гласных отсутствует,
13898,lezgian,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
13899,lezgian,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
13900,lezgian,D-8,Vowel alternations,D-8-1,,,Вокалические,
13901,lezgian,E-1,Agglutinative,E-1-1,,,Агглютинативный,
13902,lezgian,E-4,Synthetic with elements of analytism,E-4-6,,,Синтетический с элементами аналитизма,
13903,lezgian,F-1,No agreement classes,F-1-1,,,Согласовательные классы отсутствуют,
13904,lezgian,F-7,Absent,F-7-1,,,Отсутствуют,
13905,lezgian,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
13906,lezgian,G-2,Unmarked,G-2-2,,,Немаркированное,
13907,lezgian,G-3,Absent,G-3-1,,,Отсутствуют,
13908,lezgian,G-4,No agreement in number,G-4-1,,,Отсутствует,
13909,lezgian,G-5,Singular,G-5-1,,,Единственное,
13910,lezgian,G-6,Vigesimal,G-6-6,,,Двадцатеричная,
13911,lezgian,H-1,Thirteen-twenty,H-1-4,,,Тринадцать-двадцать,
13912,lezgian,H-4,Genitive,H-4-1,,,Генитив,
13913,lezgian,H-5,Possessive pronouns,H-5-4,,,Посессивные местоимения,
13914,lezgian,H-9,Present,H-9-1,,,Имеются,
13915,lezgian,I-7,Auxiliary verbs and affixes,I-7-3,,,Вспомогательный глагол и аффиксы,
13916,lezgian,I-9,Absent,I-9-1,,,Отсутствует,
13917,lezgian,J-2,Demonstrative pronouns,J-2-1,,,Указательные местоимения,
13918,lezgian,J-3,Preverbs and postpositions,J-3-11,,,Превербы и послелоги,
13919,lezgian,J-5,Absent,J-5-1,,,Отсутствует,
13920,lezgian,J-6,Pronouns,J-6-2,,,Местоимения,
13921,lezgian,J-8,Negative affixes,J-8-1,,,Отрицательные аффиксы,
13922,lezgian,J-9,Preposition and postposition,J-9-9,,,Препозиция или постпозиция,
13923,lezgian,K-1,Case affixes of pronouns are the same as noun case affixes,K-1-2,,,Падежные местоименные аффиксы совпадают с именными,
13924,lezgian,K-2,No articles,K-2-1,,,Артикли отсутствуют,
13925,lezgian,K-7,Single type of conjugation,K-7-1,,,Единый тип спряжения,
13926,lezgian,K-8,No verb agreement,K-8-1,,,Глагольное согласование отсутствует,
13927,lezgian,K-9,Absent,K-9-1,,,Отсутствуют,
13928,lezgian,K-10,Past,K-10-4,,,Прошедшее,
13929,lezgian,K-12,Absent,K-12-1,,,Отсутствуют,
13930,lezgian,K-13,Absent,K-13-1,,,Отсутствует,
13931,lezgian,K-14,Absent,K-14-2,,,Отсутствует,
13932,lezgian,K-15,No attributive agreement,K-15-1,,,Атрибутивное согласование отсутствует,
13933,lezgian,K-16,Number and case,K-16-7,,,Число и падеж,
13934,lezgian,K-17,Absent,K-17-1,,,Отсутствует,
13935,lezgian,K-18,Affixes,K-18-2,,,Аффиксы,
13936,lezgian,K-19,Mainly or only suffixal,K-19-4,,,Преимущественно или только суффиксальная,
13937,lezgian,L-1,Derivation and compounding,L-1-12,,,Аффиксация и словосложение,
13938,lezgian,L-2,Prefixes and suffixes,L-2-3,,,Префиксы и суффиксы,
13939,lezgian,M-1,Ergative,M-1-5,,,Эргативная,
13940,lezgian,M-2,Non-fixed,M-2-2,,,Свободный,
13941,lezgian,M-3,SOV,M-3-2,,,SOV,
13942,lezgian,M-4,Modifier precedes noun,M-4-1,,,Определение предшествует определяемому,
13943,lezgian,M-5,Impossible,M-5-2,,,Невозможно,
13944,lezgian,N-1,Not fixed,N-1-3,,,Не фиксирован,
13945,lezgian,N-3,Both finite and non-finite forms possible,N-3-3,,,Финитные и нефинитные формы,
13946,lezgian,N-4,Subordination and compounding,N-4-4,,,Сочинение и подчинение,
13947,lezgian,N-5,Both syndesis and asyndeton possible,N-5-3,,,Союзная и бессоюзная,
13948,lithuanian,A-1,Three,A-1-2,,,Три,
13949,lithuanian,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
13950,lithuanian,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",
13951,lithuanian,A-5,Present,A-5-1,,,Присутствуют,
13952,lithuanian,A-6,Two,A-6-1,,,Две ступени,
13953,lithuanian,A-7,Absent,A-7-2,,,Отсутствует,
13954,lithuanian,A-9,Absent,A-9-2,,,Отсутствует,
13955,lithuanian,A-11,No vowel opposition in pharyngealization,A-11-1,,,Противопоставление гласных по фарингализации отсутствует,
13956,lithuanian,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
13957,lithuanian,A-13,Both diphthongs and triphthongs present,A-13-3,,,Дифтонги и трифтонги,
13958,lithuanian,A-15,Opposition by presence and absence of voice,A-15-1,,,Противопоставление по звонкости/глухости,
13959,lithuanian,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",
13960,lithuanian,A-17,"Labial, coronal and velar/uvular",A-17-1,,,"Губные, переднеязычные и велярные/увулярные",
13961,lithuanian,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,
13962,lithuanian,A-19,Dental and alveolar,A-19-6,,,Дентальные и альвеолярные,
13963,lithuanian,A-20,Velar and uvular,A-20-3,,,Велярные и увулярные,
13964,lithuanian,A-22,By palatalization,A-22-3,,,По палатализации,
13965,lithuanian,A-23,"Nasal, liquid, vibrant and glide",A-23-6,,,"Назальные, плавные, вибранты и глайды",
13966,lithuanian,A-24,"Labial, coronal and dorsal",A-24-14,,,"Лабиальные, переднеязычные и среднеязычные",
13967,lithuanian,A-25,By palatalization,A-25-3,,,По палатализации,
13968,lithuanian,B-2,Syllable,B-2-1,,,Слог,
13969,lithuanian,B-5,Flexible,B-5-1,,,Свободное,
13970,lithuanian,B-11,Two,B-11-1,,,Два,
13971,lithuanian,B-14,Rising,B-14-1,,,Восходящий,
13972,lithuanian,B-14,Falling,B-14-4,,,Нисходящий,
13973,lithuanian,B-15,Non-phonological,B-15-2,,,Нефонологическая,
13974,lithuanian,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
13975,lithuanian,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
13976,lithuanian,D-1,No restrictions,D-1-1,,,Отсутствуют,
13977,lithuanian,D-2,No restrictions,D-2-1,,,Отсутствуют,
13978,lithuanian,D-6,Differences in syllable structure,D-6-4,,,Различия в структуре слога,
13979,lithuanian,E-1,Fusional with some agglutinative features,E-1-4,,,Флективный с элементами агглютинации,
13980,lithuanian,E-4,Synthetic with elements of analytism,E-4-6,,,Синтетический с элементами аналитизма,
13981,lithuanian,F-1,Two,F-1-2,,,Два,
13982,lithuanian,F-5,In singular and in plural,F-5-2,,,В единственном и множественном числе,
13983,lithuanian,F-6,"For ""one"", ""two""",F-6-4,,,"Для числительных ""один"" и ""два""",
13984,lithuanian,F-7,Absent,F-7-1,,,Отсутствуют,
13985,lithuanian,G-1,"Singular, dual and plural",G-1-2,,,"Единственное, двойственное и множественное",
13986,lithuanian,G-2,Marked and unmarked,G-2-3,,,Маркированное и немаркированное,
13987,lithuanian,G-3,Absent,G-3-1,,,Отсутствуют,
13988,lithuanian,G-4,Predicative and attributive,G-4-4,,,Предикативное и атрибутивное,
13989,lithuanian,G-5,Plural,G-5-2,,,Множественное,
13990,lithuanian,H-1,Three-seven,H-1-2,,,Три-семь,
13991,lithuanian,H-2,"Verbal agreement, case affixes and function words",H-2-8,,,"Глагольное согласование, падежные аффиксы и служебные слова",
13992,lithuanian,H-4,Genitive,H-4-1,,,Генитив,
13993,lithuanian,H-5,Possessive pronouns,H-5-4,,,Посессивные местоимения,
13994,lithuanian,I-5,Past,I-5-1,,,Прошедшее,
13995,lithuanian,I-5,Present,I-5-2,,,Настоящее,
13996,lithuanian,I-5,Future,I-5-3,,,Будущее,
13997,lithuanian,I-6,Syncretic,I-6-2,,,Синкретическое,
13998,lithuanian,I-7,Auxiliary verbs and affixes,I-7-3,,,Вспомогательный глагол и аффиксы,
13999,lithuanian,I-8,Person and number,I-8-4,,,Лицо и число,
14000,lithuanian,I-9,In singular and plural,I-9-3,,,В единственном и множественном числе,
14001,lithuanian,I-10,Affix and meaningful morphonological alternation,I-10-11,,,Аффикс и значимое морфологическое чередование,
14002,lithuanian,J-1,Pronominal adverbs,J-1-3,,,Местоименные наречия,
14003,lithuanian,J-3,Prepositions,J-3-3,,,Предлоги,
14004,lithuanian,J-8,Negative affixes,J-8-1,,,Отрицательные аффиксы,
14005,lithuanian,J-9,Preposition,J-9-3,,,Препозиция,
14006,lithuanian,K-2,No articles,K-2-1,,,Артикли отсутствуют,
14007,lithuanian,K-7,Three types of conjugation,K-7-3,,,Три типа спряжения,
14008,lithuanian,K-8,Subject,K-8-2,,,Субъектное,
14009,lithuanian,K-9,"Gender, number and case",K-9-7,,,"Род, число и падеж",
14010,lithuanian,K-11,Degrees of comparison,K-11-2,,,Степени сравнения,
14011,lithuanian,K-12,"Gender, number, case and definiteness",K-12-14,,,"Род, число, падеж и определенность",
14012,lithuanian,K-13,"Agreement class, number and case",K-13-8,,,"Согласовательного класса, числа и падежа",
14013,lithuanian,K-14,Always present,K-14-1,,,Всегда присутствует,
14014,lithuanian,K-15,In number,K-15-2,,,По числу,
14015,lithuanian,K-15,In case,K-15-3,,,По падежу,
14016,lithuanian,K-15,In gender,K-15-4,,,По роду,
14017,lithuanian,K-16,Number and case,K-16-7,,,Число и падеж,
14018,lithuanian,K-17,"Gender / agreement class, number and case",K-17-11,,,"Рода / согласовательного класса, числа и падежа",
14019,lithuanian,K-19,Prefixal-suffixal,K-19-1,,,Префиксально-суффиксальная,
14020,lithuanian,L-1,"Conversion, reduplication and compounding",L-1-18,,,"Конверсия, словосложение и аффиксация",
14021,lithuanian,L-2,Prefixes and suffixes,L-2-3,,,Префиксы и суффиксы,
14022,lithuanian,M-1,Accusative,M-1-3,,,Аккузативная,
14023,lithuanian,M-2,Non-fixed,M-2-2,,,Свободный,
14024,lithuanian,M-3,SVO,M-3-1,,,SVO,
14025,lithuanian,M-4,Modifier precedes noun,M-4-1,,,Определение предшествует определяемому,
14026,lithuanian,N-1,Not fixed,N-1-3,,,Не фиксирован,
14027,lithuanian,N-4,Subordination and compounding,N-4-4,,,Сочинение и подчинение,
14028,lithuanian,N-5,Both syndesis and asyndeton possible,N-5-3,,,Союзная и бессоюзная,
14029,livonian,A-1,Three,A-1-2,,,Три,
14030,livonian,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
14031,livonian,A-4,Front and back,A-4-2,,,Передний и непередний / задний,
14032,livonian,A-5,Present,A-5-1,,,Присутствуют,
14033,livonian,A-6,Two,A-6-1,,,Две ступени,
14034,livonian,A-7,Present,A-7-1,,,Присутствует,
14035,livonian,A-8,Present for back vowels,A-8-3,,,В заднем ряду,
14036,livonian,A-9,Absent,A-9-2,,,Отсутствует,
14037,livonian,A-11,No vowel opposition in pharyngealization,A-11-1,,,Противопоставление гласных по фарингализации отсутствует,
14038,livonian,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
14039,livonian,A-13,Both diphthongs and triphthongs present,A-13-3,,,Дифтонги и трифтонги,
14040,livonian,A-14,Rising (ascending) and falling (descending),A-14-3,,,Восходящие и нисходящие,
14041,livonian,A-15,Opposition by presence and absence of voice,A-15-1,,,Противопоставление по звонкости/глухости,
14042,livonian,A-16,Plosives and fricatives,A-16-1,,,Взрывные и фрикативные,
14043,livonian,A-17,"Labial, coronal, palatal and velar/uvular",A-17-3,,,"Губные, переднеязычные, палатальные и велярные/увулярные",
14044,livonian,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,
14045,livonian,A-19,Dental and alveolar,A-19-6,,,Дентальные и альвеолярные,
14046,livonian,A-20,Velar,A-20-1,,,Велярные,
14047,livonian,A-22,By palatalization,A-22-3,,,По палатализации,
14048,livonian,A-23,"Nasal, liquid, vibrant and glide",A-23-6,,,"Назальные, плавные, вибранты и глайды",
14049,livonian,A-24,"Labial, coronal and dorsal",A-24-14,,,"Лабиальные, переднеязычные и среднеязычные",
14050,livonian,A-25,By palatalization,A-25-3,,,По палатализации,
14051,livonian,B-2,Syllable,B-2-1,,,Слог,
14052,livonian,B-3,Non-phonological,B-3-2,,,Нефонологическая,
14053,livonian,B-4,Dynamic,B-4-1,,,Динамическое,
14054,livonian,B-5,Fixed,B-5-2,,,Связанное,
14055,livonian,B-9,First syllable,B-9-1,,,Начальный слог,
14056,livonian,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
14057,livonian,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
14058,livonian,E-1,Agglutinative with some fusional features,E-1-2,,,Агглютинативный с элементами флективного,
14059,livonian,E-4,Synthetic with elements of analytism,E-4-6,,,Синтетический с элементами аналитизма,
14060,livonian,F-1,No agreement classes,F-1-1,,,Согласовательные классы отсутствуют,
14061,livonian,F-7,Absent,F-7-1,,,Отсутствуют,
14062,livonian,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
14063,livonian,G-3,Absent,G-3-1,,,Отсутствуют,
14064,livonian,G-4,Predicative and attributive,G-4-4,,,Предикативное и атрибутивное,
14065,livonian,H-1,Eight-twelve,H-1-3,,,Восемь-двенадцать,
14066,livonian,H-2,"Verbal agreement, case affixes and function words",H-2-8,,,"Глагольное согласование, падежные аффиксы и служебные слова",
14067,livonian,I-5,Past,I-5-1,,,Прошедшее,
14068,livonian,I-5,Non-past,I-5-5,,,Непрошедшее (настоящее-будущее),
14069,livonian,I-8,Absent,I-8-1,,,Отсутствует,
14070,livonian,K-2,No articles,K-2-1,,,Артикли отсутствуют,
14071,livonian,K-7,Single type of conjugation,K-7-1,,,Единый тип спряжения,
14072,livonian,K-8,Subject,K-8-2,,,Субъектное,
14073,livonian,K-12,Number and case,K-12-8,,,Число и падеж,
14074,livonian,K-13,Absent,K-13-1,,,Отсутствует,
14075,livonian,K-15,In number,K-15-2,,,По числу,
