id,feature_id,en,ru,description_formatted_en,description_formatted_ru
H-6-24,H-6,"Pronouns, pronominal adverbs, locative cases, adpositions","Местоимения, местоименные наречия, пространственные падежи, предлоги/ послелоги",,
H-6-25,H-6,Preverbs and adverbs,Превербы и наречия,,
H-6-26,H-6,"Locative cases, prepositions, and pronouns","Пространственные падежи, предлоги и местоимения",,
H-6-27,H-6,Adverbs and prepositional constructions,Наречия и предложные конструкции,,
H-6-28,H-6,Pronouns,Местоимения,,
H-6-29,H-6,"Nouns affixes, prepositions, adverbs and pronouns","Именные аффиксы, предлоги, наречия и местоимения",,
H-6-30,H-6,"Prepositional constructions, pronouns and adverbs","Предложные конструкции, местоимения и наречия",,
H-6-31,H-6,"Adverbs, pronouns, verb prefixes, and prepositions","Наречия, местоимения, глагольные префиксы и предлоги",,
H-6-32,H-6,Adverbs and pronouns,Наречия и предлоги,,
H-6-33,H-6,Pronouns and adverbs,Местоимения и наречия,,
H-6-34,H-6,"Pronouns, adverbs, and prepositions","Местоимения, наречия и предлоги",,
H-6-35,H-6,Adverbs and prepositional-nominal constructions,Наречия и предложно-именные конструкции,,
H-6-36,H-6,"Nominal affixes, spatial adverbs, postpositions, and particles","Именные аффиксы, наречия места, послелоги и частицы",,
H-6-37,H-6,"Pronouns, pronoun adverbs, and prepositions","Местоимения, местоименные наречия и предлоги",,
H-6-38,H-6,Spatial adverbs and prepositions,Наречия места и предлоги,,
H-6-39,H-6,"Adverbs, pronominal adverbs, and prepositions","Наречия, местоименные наречия и предлоги",,
H-6-40,H-6,"Demonstrative pronouns, adverbs, and prepositions","Указательные местоимения, наречия и предлоги",,
H-6-41,H-6,"Affixes, demonstrative pronouns, adverbs, and prepositions","Аффиксы, указательные местоимения, наречия и предлоги",,
H-6-42,H-6,"Demonstrative pronouns, spatial adverbs, and prepositions","Указательные местоимения, наречия места и предлоги",,
H-6-43,H-6,"Demonstrative pronouns, noun affixes, prepositions, postpositions, and adverbs","Указательные местоимения, именные аффиксы, предлоги, послелоги и наречия",,
H-6-44,H-6,"Pronouns, pronoun adverbs, adverbs, and prepositions","Местоимения, местоименные наречия, наречия и предлоги",,
H-6-45,H-6,"Pronouns, adverbs, prepositions, and particles","Местоимения, наречия, предлоги и частицы",,
H-6-46,H-6,"Locative cases, pronouns, adverbs, and prepositions","Пространственные падежи, местоимения, наречия и предлоги",,
H-7-1,H-7,Dependent marking,Маркируется зависимое,,Показатель посессивности маркирует обладателя (зависимое)
H-7-2,H-7,Head marking,Маркируется вершина,,Показатель посессивности маркирует обладаемое (вершину) — изафетная конструкция
H-7-3,H-7,Head and dependent marking,Маркируются вершина и зависимое,,"Показатель посессивности маркирует и вершину, и зависимое (изафетная конструкция и смихут)"
H-8-1,H-8,Same,Нет различий,,Во всех синтаксических позициях одушевленные и неодушевленные имена получают одинаковое падежное оформление.
H-8-2,H-8,Different,Есть различия,,"Существуют такие синтаксические позиции, где одушевленные и неодушевленные имена получают разное падежное оформление."
H-9-1,H-9,Present,Имеются,,Имеются вторичные падежные показатели.
H-9-2,H-9,Absent,Отсутствуют,,Отсутствуют вторичные падежные показатели.
I-1-1,I-1,Category of voice is absent,Категория залога отсутствует,,
I-1-2,I-1,Auxiliary verb,Вспомогательный глагол,,
I-1-3,I-1,Morphonological alternation,Значимое морфонологическое чередование,,
I-1-4,I-1,Affixes,Аффиксы,,
I-1-5,I-1,Function words,Служебные слова,,
I-1-6,I-1,Auxiliary verb and affixes,Вспомогательный глагол и аффиксы,,
I-1-7,I-1,Affixes and function words,Аффиксы и служебные слова,,
I-1-8,I-1,Morphonological alternation and function words,Значимое морфонологическое чередование и служебные слова,,
I-1-9,I-1,"Auxiliary verb, affixes and function words","Вспомогательный глагол, аффиксы и служебные слова",,
I-1-10,I-1,Auxiliary verb + participle and affixes,Вспомогательный глагол + причастие и аффиксы,,
I-1-11,I-1,Auxiliary verb + participle and reflexive pronoun,Вспомогательный глагол + причастие и возвратное местоимение,,
I-1-12,I-1,Auxiliary verb + participle and reflexive pronouns,Вспомогательный глагол + причастие и возвратные местоимения,,
I-1-13,I-1,Auxiliary verb + participle and reflexive particles,Вспомогательный глагол + причастие и возвратные частицы,,
I-1-14,I-1,Auxiliary verb + participle and personal-reflexive pronoun,Вспомогательный глагол + причастие и лично-возвратное местоимение,,
I-1-15,I-1,Passive participle,Страдательное причастие,,
I-1-16,I-1,Morphonological alternation and affixes,Значимое морфонологическое чередование и аффиксы,,
I-1-17,I-1,Auxiliary verb + participle and pronominal verb form,Вспомогательный глагол + причастие и местоименная форма глагола,,
I-1-18,I-1,Auxiliary verb + participle,Вспомогательный глагол + причастие,,
I-2-1,I-2,Present,Присутствует,,
I-2-2,I-2,Absent,Отсутствует,,
I-3-1,I-3,Passive and causative,Пассив и каузатив,,
I-3-2,I-3,Passive and reflexive,Пассив и рефлексив,,
I-3-3,I-3,Causative and reflexive,Каузатив и рефлексив,,
I-3-4,I-3,Causative and reciprocal,Каузатив и реципрок,,
I-3-5,I-3,Middle and causative,Медий и каузатив,,
I-3-6,I-3,Passive and reciprocal,Пассив и реципрок,,
I-3-7,I-3,Reflexive and reciprocal/ reflexive and causative,Рефлексив и реципрок/ рефлексив и каузатив,,
I-3-8,I-3,Reflexive and causative/ causative and reciprocal,Рефлексив и каузатив/ каузатив и реципрок,,
I-3-9,I-3,Causative and passive/reciprocal,Каузатив и пассив/реципрок,,
I-4-1,I-4,Absent,Отсутствует,,
I-4-2,I-4,Middle and causative,Медий и каузатив,,
I-4-3,I-4,Middle and passive,Медий и пассив,,
I-4-4,I-4,Passive and reflexive,Пассив и рефлексив,,
I-4-5,I-4,"Passive, reflexive and reciprocal","Пассив, рефлексив и реципрок",,
I-4-6,I-4,"Passive, reflexive, middle and reciprocal","Пассив, рефлексив, медий и реципрок",,
I-4-7,I-4,Potential and passive,Потенциалис и пассив,,
I-4-8,I-4,Passive and causative,Пассив и каузатив,,
I-4-9,I-4,Passive and decausative,Пассив и декаузатив,,
I-4-10,I-4,Active and reflexive,Актив и рефлексив,,
I-4-11,I-4,Reflexive and reciprocal,Рефлексив и реципрок,,
I-5-1,I-5,Past,Прошедшее,,Действие закончилось до момента речи
I-5-2,I-5,Present,Настоящее,,Действие совершается в момент речи
I-5-3,I-5,Future,Будущее,,Действие начнется после момента речи
I-5-4,I-5,Non-future,Небудущее (настоящее-прошедшее),,"Действие либо закончилось до момента речи, либо совершается в момент речи"
I-5-5,I-5,Non-past,Непрошедшее (настоящее-будущее),,"Действие либо совершается в момент речи, либо начнется после момента речи"
I-5-6,I-5,General,Общее,,Время действия не выражено
I-6-1,I-6,Separate,Раздельное,,
I-6-2,I-6,Syncretic,Синкретическое,,
I-6-3,I-6,Separate and syncretic,Раздельное и синкретическое,,
I-7-1,I-7,Affixes,Аффиксы,,
I-7-2,I-7,Function words,Служебные слова,,
I-7-3,I-7,Auxiliary verbs and affixes,Вспомогательный глагол и аффиксы,,
I-7-4,I-7,Affixes and function words,Аффиксы и служебные слова,,
I-7-5,I-7,"Auxiliary verbs, affixes and function words","Вспомогательный глагол, аффиксы и служебные слова",,
I-7-6,I-7,Tone alternations,Тоновые чередования,,
I-7-7,I-7,Auxiliary verb + participle and affixes,Вспомогательный глагол + причастие и аффиксы,,
I-7-8,I-7,Auxiliary verb + participle/infinitive and flections,Вспомогательный глагол + причастие/инфинитив и флексии,,
I-8-1,I-8,Absent,Отсутствует,,
I-8-2,I-8,Aspect and tense,Вид и время,,
I-8-3,I-8,Tense and modality,Время и модальность,,
I-8-4,I-8,Person and number,Лицо и число,,
I-8-5,I-8,Aspect and modality,Вид и модальность,,
I-8-6,I-8,Person and tense,Лицо и время,,
I-8-7,I-8,"Tense, aspect and modality","Время, вид и модальность",,
I-8-8,I-8,"Tense, person and number","Время, лицо, число",,
I-8-9,I-8,"Person, number and gender/ aspect and tense","Лицо, число и род/ вид и время",,
I-8-10,I-8,Tense and negation,Время и отрицание,,
I-8-11,I-8,"Person, number, gender, aspect, tense, and modality","Лицо, число, род, вид, время и модальность",,
I-8-12,I-8,"Aspect, tense, person, and number","Вид, время, лицо и число",,
I-8-13,I-8,"Tense, aspect, modality, and mood","Время, вид, модальность и наклонение",,
I-8-14,I-8,"Tense, aspect, and modality (mood)","Время, вид и модальность (наклонение)",,
I-8-15,I-8,"Tense, aspect, and polarity","Время, вид и полярность",,
I-8-16,I-8,"Tense, aspect, modality, and polarity","Время, вид, модальность и полярность",,
I-8-17,I-8,"Person, number, tense, aspect, and modality (mood)","Лицо, число, время, вид и модальность (наклонение)",,
I-8-18,I-8,"Person, number, tense, aspect, voice, and modality (mood)","Лицо, число, время, вид, залог и модальность (наклонение)",,
I-8-19,I-8,"Person, number, gender, tense, aspect, and modality (mood)","Лицо, число, род, время, вид и модальность (наклонение)",,
I-8-20,I-8,Gender and number,Род и число,,
I-8-21,I-8,"Gender, person, and number","Род, лицо и число",,
I-8-22,I-8,"Tense and modality, person and number","Время и модальность, лицо и число",,
I-9-1,I-9,Absent,Отсутствует,,
I-9-2,I-9,Only in singular,Только в единственном числе,,
I-9-3,I-9,In singular and plural,В единственном и множественном числе,,
I-9-4,I-9,Only third person singular,Только 3-е лицо единственного числа,,
I-9-5,I-9,"In singular, dual and plural","В единственном, двойственном и множественном числе",,
I-9-6,I-9,Only in plural,Только во множественном числе,,
I-10-1,I-10,Absent,Отсутствует,,
I-10-2,I-10,Affix,Аффикс,,
I-10-3,I-10,Function word,Служебное слово,,
I-10-4,I-10,Morphonological alternation,Значимое морфологическое чередование,,
I-10-5,I-10,Special type of agreement,Особый тип согласования,,
I-10-6,I-10,Change of conjugation type,Изменение типа спряжения,,
I-10-7,I-10,Affix and function word,Аффикс и служебное слово,,
I-10-8,I-10,Affix and special type of agreement,Аффикс и особый тип согласования,,
I-10-9,I-10,Function word and special type of agreement,Служебное слово и особый тип согласования,,
I-10-10,I-10,Morphonological alternation and change of conjugation type,Значимое морфологическое чередование и изменение типа спряжения,,
I-10-11,I-10,Affix and meaningful morphonological alternation,Аффикс и значимое морфологическое чередование,,
I-10-12,I-10,Affix and change of conjugation type,Аффикс и изменение типа спряжения,,
I-10-13,I-10,Change of conjugation type and reflexive pronoun,Изменение типа спряжения и возвратное местоимение,,
J-1-1,J-1,Absent,Отсутствуют,,
J-1-2,J-1,Quasi-pronoun,Квазиместоимения,,
J-1-3,J-1,Pronominal adverbs,Местоименные наречия,,
J-1-4,J-1,Pronominal prepositions,Местоименные предлоги,,
J-1-5,J-1,Pronominal adjectives,Местоименные прилагательные,,
J-1-6,J-1,Pronominal numerals,Местоименные числительные,,
J-1-7,J-1,Pronominal nouns,Местоименные существительные,,
J-1-8,J-1,Pronouns-nouns,Местоимения-существительные,,
J-1-9,J-1,Pronominal adverbs and adjectives,Местоименные наречия и прилагательные,,
J-1-10,J-1,"Pronominal adverbs, adjectives and nouns","Местоименные наречия, прилагательные и существительные",,
J-1-11,J-1,Pronouns-nouns and pronouns-adjectives,Местоимения-существительные и местоимения-прилагательные,,
J-1-12,J-1,Pronouns-adjectives,Местоимения-прилагательные,,
J-1-13,J-1,"Pronouns-nouns, pronouns-adjectives, pronominal adverbs, and pronominal numberals","Местоимения-существительные, местоимения-прилагательные, местоименные наречия и местоименные числительные",,
J-2-1,J-2,Demonstrative pronouns,Указательные местоимения,,
J-2-2,J-2,Preverbs,Превербы,,
J-2-3,J-2,Noun affixes,Именные аффиксы,,
J-2-4,J-2,Adverbs,Наречия,,
J-2-5,J-2,Postpositions,Послелоги,,
J-2-6,J-2,Prepositions,Предлоги,,
J-2-7,J-2,Particles,Частицы,,
J-2-8,J-2,Demonstrative pronouns and particles,Указательные местоимения и частицы,,
J-2-9,J-2,Demonstrative pronouns and preverbs,Указательные местоимения и превербы,,
J-2-10,J-2,Demonstrative pronouns and prepositions,Указательные местоимения и предлоги,,
J-2-11,J-2,Demonstrative pronouns and adverbs,Указательные местоимения и наречия,,
J-2-12,J-2,Demonstrative pronouns and articles,Указательные местоимения и артикли,,
J-2-13,J-2,Nominal afffixes and postpositions,Именные аффиксы и послелоги,,
J-2-14,J-2,Demonstrative pronouns and nominal affixes,Указательные местоимения и именные аффиксы,,
J-2-15,J-2,Demonstrative pronouns and postpositions,Указательные местоимения и послелоги,,
J-2-16,J-2,Demonstrative pronouns and adpositions,"Указательные местоимения, предлоги и послелоги",,
J-2-17,J-2,"Demonstrative pronouns, postpositions and adverbs","Указательные местоимения, послелоги и наречия",,
J-2-18,J-2,"Demonstrative and indefinite pronouns, and numerals",Указательные и неопределенные местоимения и числительные,,
J-2-19,J-2,"Demonstrative and indefinite pronouns, and prepositions",Указательные и неопределенные местоимения и предлоги,,
J-2-20,J-2,"Demonstrative pronouns, pronominal adverbs, and particles","Указательные местоимения, местоименные наречия и частицы",,
J-2-21,J-2,"Demonstrative pronouns, pronominal adverbs, and prepositions","Указательные местоимения, местоименные наречия и предлоги",,
J-2-22,J-2,"Demonstrative pronouns, prepositions, and particles","Указательные местоимения, предлоги и частицы",,
J-2-23,J-2,"Demonstrative and indefinite pronouns, pronominal adverbs, and particles","Указательные и неопределенные местоимения, местоименные наречия и частицы",,
J-2-24,J-2,"Demonstrative pronouns, prepositions, and articles","Указательные местоимения, предлоги и артикли",,
J-2-25,J-2,"Demonstrative pronouns, adverbs, prepositions, and articles","Указательные местоимения, наречия, предлоги и артикли",,
J-2-26,J-2,"Demonstrative pronouns, adverbs, prepositions, and definite article","Указательные местоимения, наречия, предлоги и определенный артикль",,
J-2-27,J-2,"Demonstrative and indefinite pronouns, adverbs, prepositions, and articles","Указательные и неопределенные местоимения, наречия, предлоги и артикли",,
J-2-28,J-2,"Demonstrative pronouns, adverbs, articles, and particles","Указательные местоимения, наречия, артикли и частицы",,
J-2-29,J-2,"Demonstrative pronouns, adjectives, adverbs, prepositions, and particles","Указательные местоимения, прилагательные, наречия, предлоги и артикли",,
J-2-30,J-2,"Demonstrative pronouns, adverbs, prepositions, articles, and particles","Указательные местоимения, наречия, предлоги, артикли и частицы",,
J-2-31,J-2,"Demonstrative pronouns, adverbs, affixes, prepositions, and articles","Указательные местоимения, наречия, аффиксы, предлоги и артикли",,
J-2-32,J-2,"Demonstrative and personal pronouns, adverbs, prepositions, and articles","Указательные и личные местоимения, наречия, предлоги и артикли",,
J-2-33,J-2,"Demonstrative pronouns, pronominal adverbs, prepositions, and articles","Указательные местоимения, местоименные наречия, предлоги и артикли",,
J-2-34,J-2,"Demonstrative pronouns, adverbs, pronominal adverbs, prepositions, and articles","Указательные местоимения, наречия, местоименные наречия, предлоги и артикли",,
J-2-35,J-2,"Demonstrative pronouns, impersonal pronouns, and adverbs","Указательные местоимения, непредметные местоимения и наречия",,
J-2-36,J-2,"Demonstrative pronouns, impersonal pronoun, adverbs, prepositions, and articles","Указательные местоимения, непредметное местоимение, наречия, предлоги и артикли",,
J-2-37,J-2,"Demonstrative and personal pronouns, impersonal pronouns, adverbs, prepositions, and articles","Указательные и личные местоимения, непредметные местоимения, наречия, предлоги и артикли",,
J-2-38,J-2,"Demonstrative and indefinite pronouns, impersonal pronouns, adverbs, prepositions, and articles","Указательные и неопределенные местоимения, непредметные местоимения, наречия, предлоги и артикли",,
J-2-39,J-2,"Demonstrative pronouns, adverbs, and prepositions","Указательные местоимения, наречия и предлоги",,
J-2-40,J-2,Demonstrative pronouns and pronominal adverbs,Указательные местоимения и местоименные наречия,,
J-2-41,J-2,"Demonstrative pronouns, adverbs, pronominal adverbs, and articles","Указательные местоимения, наречия, местоименные наречия и артикли",,
J-2-42,J-2,"Demonstrative pronouns, impersonal pronouns, adverbs, prepositions, and articles","Указательные местоимения, непредметные местоимения, наречия, предлоги и артикли",,
J-2-43,J-2,"Demonstrative pronouns, impersonal pronouns, adverbs, prepositions, articles, and particles","Указательные местоимения, непредметные местоимения, наречия, предлоги, артикли и частицы",,
J-2-44,J-2,"Demonstrative pronouns, adverbs, and articles","Указательные местоимения, наречия и артикли",,
J-3-1,J-3,Directionals,Дирекционалы,,
J-3-2,J-3,Postpositions,Послелоги,,
J-3-3,J-3,Prepositions,Предлоги,,
J-3-4,J-3,Postverbs,Поствербы,,
J-3-5,J-3,Function nouns,Служебные имена,,
J-3-6,J-3,Particles,Частицы,,
J-3-7,J-3,Directionals and prepositions,Дирекционалы и предлоги,,
J-3-8,J-3,Postpositions and function nouns,Послелоги и служебные имена,,
J-3-9,J-3,Adpositions,Предлоги и послелоги,,
J-3-10,J-3,Adpositions and particles,"Послелоги, предлоги и частицы",,
J-3-11,J-3,Preverbs and postpositions,Превербы и послелоги,,
J-3-12,J-3,Preverbs,Превербы,,
J-3-13,J-3,Prepositions and particles,Предлоги и частицы,,
J-4-1,J-4,Adjectives,Прилагательные,,
J-4-2,J-4,Adverbial participles,Деепричастия,,
J-4-3,J-4,Adverbs,Наречия,,
J-4-4,J-4,Pronouns,Местоимения,,
J-4-5,J-4,Adjectives and adverbs,Прилагательные и наречия,,
J-4-6,J-4,Pronouns and adverbs,Местоимения и наречия,,
J-4-7,J-4,"Adjectives, pronouns, and adverbs","Прилагательные, местоимения и наречия",,
J-5-1,J-5,Absent,Отсутствует,,
J-5-2,J-5,Noun affixes,Именные аффиксы,,
J-5-3,J-5,Definite/indefinite verb conjugation,Определенное/неопределенное спряжение глагола,,
J-5-4,J-5,Special verb form,Особая глагольная форма,,
J-5-5,J-5,Special case form,Особая падежная форма,,
J-5-6,J-5,Special form of class marker,Особая форма классного показателя,,
J-5-7,J-5,Special verb form and noun affixes,Особая глагольная форма и именные аффиксы,,
J-5-8,J-5,Special form of class marker and noun affixes,Особая форма классного показателя и именные аффиксы,,
J-5-9,J-5,Different case affixes for definite and indefinite objects,Различное оформление падежа у определенного и неопределенного объекта,,
J-5-10,J-5,Different cases for definite and indefinite objects,Различное падежное оформление определенного и неопределенного объекта,,
J-5-11,J-5,Definite/indefinite noun declension,Определенное/неопределенное склонение имен,,
J-5-12,J-5,Different case affixes for definite and indefinite objects and special verb form,Различное оформление падежа у определенного и неопределенного объекта и особая глагольная форма,,
J-5-13,J-5,"Different case affixes for definite and indefinite objects and subjects, and definite/indefinite verb conjugation",Различное падежное оформление определенного и неопределенного субъекта/объекта и определенное/неопределенное спряжение глагола,,
J-5-14,J-5,Noun affixes and definite/indefinite verb conjugation,Именные аффиксы и определенное/неопределенное спряжение,,
J-5-15,J-5,Suffixed definite article,Суффигированный определенный артикль,,
J-6-1,J-6,Articles,Артикли,,
J-6-2,J-6,Pronouns,Местоимения,,
J-6-3,J-6,Postpositions,Послелоги,,
J-6-4,J-6,Adverbs,Наречия,,
J-6-5,J-6,Adjectives,Прилагательные,,
J-6-6,J-6,Participles,Причастия,,
J-6-7,J-6,Numerals,Числительные,,
J-6-8,J-6,Particles,Частицы,,
J-6-9,J-6,Prepositions,Предлоги,,
J-6-10,J-6,Postpositions and particles,Послелоги и частицы,,
J-6-11,J-6,Postpositions and pronouns,Послелоги и местоимения,,
J-6-12,J-6,Prepositions and pronouns,Предлоги и местоимения,,
J-6-13,J-6,Articles and adjectives,Артикли и прилагательные,,
J-6-14,J-6,Pronouns and adjectives,Местоимения и прилагательные,,
J-6-15,J-6,Articles and numerals,Артикли и числительные,,
J-6-16,J-6,Numerals and pronouns,Числительные и местоимения,,
J-6-17,J-6,Adjectives and numerals,Прилагательные и числительные,,
J-6-18,J-6,"Postpositions, pronouns and numerals","Послелоги, местоимения и числительные",,
J-6-19,J-6,"Articles, adjectives and participles","Артикли, прилагательные и причастия",,
J-6-20,J-6,"Pronouns, adjectives and numerals","Местоимения, прилагательные и числительные",,
J-6-21,J-6,"Articles, pronouns and numerals","Артикли, местоимения и числительные",,
J-6-22,J-6,"Articles, adjectives, participles and numerals","Артикли, прилагательные, причастия и числительные",,
J-6-23,J-6,"Articles, prepositions, pronouns and numerals","Артикли, предлоги, местоимения и числительные",,
J-6-24,J-6,Articles and pronouns,Артикли и местоимения,,
J-6-25,J-6,"Pronouns, numerals, and particles","Местоимения, числительные и частицы",,
J-6-26,J-6,"Articles, prepositions, and pronouns","Артикли, предлоги и местоимения",,
J-7-1,J-7,In noun phrase,В именной группе,,
J-7-2,J-7,In verb phrase,В глагольной группе,,
J-7-3,J-7,In pronouns,В местоимениях,,
J-7-4,J-7,In noun phrase and in verb phrase,В именной и глагольной группах,,
J-7-5,J-7,In noun phrase and in pronouns,В именной группе и местоимениях,,
J-7-6,J-7,In verb phrase and in pronouns,В глагольной группе и местоимениях,,
J-7-7,J-7,In quasi-pronouns and in pronouns,В квазиместоимениях и местоимениях,,
J-7-8,J-7,In pronouns and syntactically,В местоимениях и синтаксически,,
J-7-9,J-7,"In verb group, in pronouns and syntactically","В глагольной группе, местоимениях и синтаксически",,
J-7-10,J-7,"In noun group, in verb group and in pronouns",В именной и глагольной группах и местоимениях,,
J-7-11,J-7,In verb phrase and in quasi-pronouns,В глагольной группе и квазиместоимениях,,
J-8-1,J-8,Negative affixes,Отрицательные аффиксы,,
J-8-2,J-8,Prohibitive affixes,Запретительные аффиксы,,
J-8-3,J-8,Negative particles,Отрицательные частицы,,
J-8-4,J-8,Negative verbs,Отрицательные глаголы,,
J-8-5,J-8,Negative pronouns,Отрицательные местоимения,,
J-8-6,J-8,Negative pronouns and negative particles,Отрицательные местоимения и частицы,,
J-8-7,J-8,Negative particles and negative verbs,Отрицательные частицы и глаголы,,
J-8-8,J-8,Prohibitive and negative particles,Запретительные и отрицательные частицы,,
J-8-9,J-8,Negative particles and negative affixes,Отрицательные частицы и аффиксы,,
J-8-10,J-8,"Negative particles, negative verbs and caritive affixes","Отрицательные частицы и глаголы, каритивные аффиксы",,
J-8-11,J-8,"Negative pronouns, negative adverbs and negative verbs","Отрицательные местоимения, наречия и глаголы",,
J-8-12,J-8,"Negative particles, negative pronouns and negative conjugation of verbs","Отрицательные частицы и местоимения, отрицательное спряжение глаголов",,
J-8-13,J-8,Negative and prohibitive affixes,Отрицательные и запретительные аффиксы,,
J-8-14,J-8,Negative particles and reduplication,Отрицательные частицы и редупликация,,
J-8-15,J-8,"Negative particles, pronouns and adverbs","Отрицательные частицы, местоимения и наречия",,
J-8-16,J-8,"Negative particles, prefixes, conjunctions, and pronouns","Отрицательные частицы, префиксы, союзы и местоимения",,
J-8-17,J-8,"Negative particles, affixes, and pronouns","Отрицательные частицы, аффиксы и местоимения",,
J-8-19,J-8,Negative affixes and predicatives,Отрицательные аффиксы и предикативы,,
J-8-20,J-8,Negative verbs and predicatives,Отрицательные глаголы и предикативы,,
J-8-21,J-8,"Negative affixes, verbs and predicatives","Отрицательные аффиксы, глаголы и предикативы",,
J-8-22,J-8,"Negative affixes, particles and predicatives","Отрицательные аффиксы, частицы и предикативы",,
J-8-23,J-8,"Negative and prohibitive affixes, negative particles","Отрицательные и запретительные аффиксы, отрицательные частицы",,
J-8-24,J-8,"Negative copulae, verbs, negation adjectives","Отрицательные связки, глаголы, прилагательные отрицания",,
J-8-25,J-8,"Negative affixes, predicatives, particles and pronouns","Отрицательные аффиксы, предикативы, частицы и местоимения",,
J-8-26,J-8,"Negative particles, affixes, pronouns, adverbs, and verb","Отрицательные частицы, аффиксы, местоимения, наречия и глагол",,
J-8-27,J-8,"Negative particles, pronouns, and verb","Отрицательные частицы, местоимения и глагол",,
J-8-28,J-8,"Negative particles, affixes, pronouns, and adverbs","Отрицательные частицы, аффиксы, местоимения и наречия",,
J-8-29,J-8,"Negative particles, pronouns, adverbs, and conjunctions","Отрицательные частицы, местоимения, наречия и союзы",,
J-8-30,J-8,"Negative particles, affixes, pronouns, adverbs, and conjunctions","Отрицательные частицы, аффиксы, местоимения, наречия и союзы",,
J-8-31,J-8,"Negative particles, affixes, pronouns, and conjunctions","Отрицательные частицы, аффиксы, местоимения и союзы",,
J-8-32,J-8,"Negative particles, pronouns, adverbs, and negative form of infinitive","Отрицательные частицы, местоимения, наречия и отрицательная форма инфинитива",,
J-8-33,J-8,Negative particles and conjunctions,Отрицательные частицы и союзы,,
J-8-34,J-8,Negative adverbs and particles,Отрицательные наречия и частицы,,
J-9-1,J-9,Incorporation,Инкорпорация,,
J-9-2,J-9,Framing,Обрамление,,
J-9-3,J-9,Preposition,Препозиция,,
J-9-4,J-9,Postposition,Постпозиция,,
J-9-5,J-9,Incorporation and postposition,Инкорпорация или постпозиция,,
J-9-6,J-9,Incorporation and preposition,Инкорпорация или препозиция,,
J-9-7,J-9,Framing and preposition,Обрамление или препозиция,,
J-9-8,J-9,Framing and postposition,Обрамление или постпозиция,,
J-9-9,J-9,Preposition and postposition,Препозиция или постпозиция,,
J-9-10,J-9,"Incorporation, postpostion and preposition","Инкорпорация, постпозиция или препозиция",,
J-9-11,J-9,"Framing, preposition and postposition","Обрамление, препозиция или постпозиция",,
K-1-1,K-1,Pronouns are not inflected,Местоимения не склоняются,,
K-1-2,K-1,Case affixes of pronouns are the same as noun case affixes,Падежные местоименные аффиксы совпадают с именными,,
K-1-3,K-1,Pronominal inflection type,Собственный тип склонения,,
K-2-1,K-2,No articles,Артикли отсутствуют,,
K-2-2,K-2,Only indefinite,Только неопределенный,,
K-2-3,K-2,Only definite,Только определенный,,
K-2-4,K-2,Definite and indefinite,Определенный и неопределенный,,
K-2-5,K-2,"Definite, indefinite and partitive","Определенный, неопределенный и партитивный",,
K-3-1,K-3,Same,Совпадают,,Неопределенный артикль и числительное «один» совпадают.
K-3-2,K-3,Different,Не совпадают,,Неопределенный артикль и числительное «один» — разные показатели.
K-4-1,K-4,Preposition,Препозиция,,
K-4-2,K-4,Postposition,Постпозиция,,
K-4-3,K-4,Preposition and postposition,Препозиция и постпозиция,,
K-5-1,K-5,Single article preceding the phrase,Единый артикль для всей именной группы,,
K-5-2,K-5,Articles preceding each word,Собственный артикль перед каждым словом,,
K-6-1,K-6,Animacy,Одушевленность,,
K-6-2,K-6,Definiteness,Определенность,,
K-6-3,K-6,Animacy and gender,Одушевленность и род,,
K-6-4,K-6,Definiteness and case,Определенность и падеж,,
K-6-5,K-6,Definiteness and number,Определенность и число,,
K-6-6,K-6,Definiteness and gender,Определенность и род,,
K-6-7,K-6,"Animacy, case and number","Одушевленность, падеж и число",,
K-6-8,K-6,"Definiteness, case and gender","Определенность, падеж и род",,
K-6-9,K-6,"Definiteness, gender and number","Определенность, род и число",,
K-6-10,K-6,"Case, gender and number","Падеж, род и число",,
K-6-11,K-6,"Definiteness, case, gender and number","Определенность, падеж, род и число",,
K-6-12,K-6,"Definiteness, possessivity, case, gender and number","Определенность, посессивность, падеж, род и число",,
K-7-1,K-7,Single type of conjugation,Единый тип спряжения,,
K-7-2,K-7,Two types of conjugation,Два типа спряжения,,
K-7-3,K-7,Three types of conjugation,Три типа спряжения,,
K-7-4,K-7,Four types of conjugation,Четыре типа спряжения,,
K-7-5,K-7,Six types of conjugation,Шесть типов спряжения,,
K-7-6,K-7,Forteen types of conjugation,Четырнадцать типов спряжения,,
K-7-7,K-7,Nine types of conjugation,Девять типов спряжения,,
K-7-8,K-7,Ten types of conjugation,Десять типов спряжения,,
K-8-1,K-8,No verb agreement,Глагольное согласование отсутствует,,
K-8-2,K-8,Subject,Субъектное,,
K-8-3,K-8,Subject and object,Субъектное и объектное,,
K-8-4,K-8,Subject and subject-object,Субъектное и субъектно-объектное,,
K-9-1,K-9,Absent,Отсутствуют,,
K-9-2,K-9,Case,Падеж,,
K-9-3,K-9,Augmentation,Порода,,
K-9-4,K-9,Gender,Род,,
K-9-5,K-9,Number,Число,,
K-9-6,K-9,Gender and number,Род и число,,
K-9-7,K-9,"Gender, number and case","Род, число и падеж",,
K-9-8,K-9,Number and case,Число и падеж,,
K-9-9,K-9,"Gender, number and definiteness","Род, число и определенность",,
K-10-1,K-10,Present-past,Настоящее-прошедшее,,
